tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,owner.account_id,owner.reputation,owner.user_id,owner.accept_rate,owner.display_name,accepted_answer_id,closed_date,closed_reason,bounty_amount,bounty_closes_date,migrated_from.other_site.aliases,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,language
"['c#', 'webassembly', 'wasi']",False,12,1,0,2023-05-29 08:33:45,2023-05-29 08:15:20,,76355687,https://stackoverflow.com/questions/76355687/how-to-produce-single-wasm-file-using-wasi-sdk-c,How to produce single WASM file using WASI SDK C#,144994.0,5075.0,354473.0,,codevision,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'maui']",True,65,2,0,2023-05-29 10:27:53,2023-05-29 07:34:06,2023-05-29 09:41:03,76355450,https://stackoverflow.com/questions/76355450/net-maui-listview-not-rendering-data,.NET MAUI ListView not rendering data,12454235.0,85.0,9067963.0,,Mahmud Mridul,76355689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'winforms', '64-bit']",False,17,0,0,2023-05-29 08:11:39,2023-05-29 07:30:33,2023-05-29 08:11:39,76355425,https://stackoverflow.com/questions/76355425/progressbar-value-update-c,ProgressBar value update c#,25782377.0,1.0,19527816.0,,Md. Zaidul Haq,,2023-05-29 07:37:12,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['javascript', 'c#', 'jquery', 'asp.net-mvc-4']",True,36,1,0,2023-05-31 15:14:09,2023-05-29 07:08:44,,76355312,https://stackoverflow.com/questions/76355312/getting-dynamically-added-table-row-selected-id-from-the-javascript,Getting Dynamically added table row selected Id from the Javascript,23973000.0,549.0,17961431.0,,Dev Beginner ,76357622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript
"['c#', 'serilog', 'serilog-aspnetcore']",False,19,0,0,2023-05-29 07:47:46,2023-05-29 06:55:32,2023-05-29 07:47:46,76355229,https://stackoverflow.com/questions/76355229/multi-level-serilog,Multi level Serilog,18476918.0,307.0,13460198.0,,Don2,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'mongodb', 'generics', 'deserialization']",False,20,0,0,2023-05-29 06:57:44,2023-05-29 06:53:02,2023-05-29 06:57:44,76355223,https://stackoverflow.com/questions/76355223/issues-with-deserialization-of-generic-c-class-from-mongodb,Issues with deserialization of generic c# class from mongodb,20485658.0,1.0,21059314.0,,Filat Nicolae,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['javascript', 'c#', 'blazor']",False,29,0,0,2023-05-29 06:46:46,2023-05-29 06:46:46,,76355191,https://stackoverflow.com/questions/76355191/how-to-append-text-to-a-file-at-clients-machine-in-blazor-webassembly,How to append text to a file at client&#39;s machine in Blazor WebAssembly,8425609.0,83.0,6322972.0,78.0,Kostas_Me_,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript
"['c#', '.net-core', 'itext7']",False,18,0,0,2023-05-29 06:35:07,2023-05-29 06:35:07,,76355138,https://stackoverflow.com/questions/76355138/in-itext7-how-to-center-a-paragraph-vertically-in-the-background-color,"In itext7,How to center a paragraph vertically in the background color?",11121701.0,129.0,8164366.0,,zhusp,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net-core', 'azure-eventhub']",False,42,1,0,2023-05-30 07:10:43,2023-05-29 06:24:32,,76355084,https://stackoverflow.com/questions/76355084/is-there-a-better-way-to-consume-data-from-event-hubs,Is there a better way to consume data from event hubs?,26584506.0,1.0,20259839.0,,TryMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'jms', 'wildfly', 'activemq-artemis']",True,29,1,0,2023-05-30 04:16:30,2023-05-29 06:20:23,,76355067,https://stackoverflow.com/questions/76355067/connecting-to-http-remoting-address-in-wildfly-activemq-artemis-using-c-net,Connecting to http-remoting address in Wildfly ActiveMQ Artemis using C# .NET - what am I missing?,23491998.0,5.0,17542906.0,,IceFire,76361207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],False,22,0,-1,2023-05-29 06:16:02,2023-05-29 06:16:02,,76355048,https://stackoverflow.com/questions/76355048/unable-to-capture-sessionswitch-events-in-windows-from-application,Unable to capture SessionSwitch events in windows from application,28700126.0,1.0,21977465.0,,raghu vittal,,2023-06-01 15:02:07,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine']",False,37,1,0,2023-05-30 17:36:27,2023-05-29 05:36:35,2023-05-29 07:02:44,76354894,https://stackoverflow.com/questions/76354894/cannot-set-image-of-image-object-dynamically,Cannot set image of image object dynamically,12818925.0,24.0,9274593.0,,ScuzzyCoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'xaml', 'mvvm', 'maui']",False,50,1,0,2023-05-29 05:32:38,2023-05-29 05:08:31,,76354802,https://stackoverflow.com/questions/76354802/how-to-displaying-data-in-listview-or-collectionview-with-list-in-net-maui-usin,How to Displaying Data in ListView or CollectionView with List in .NET MAUI using MVVM Architecture,28685442.0,1.0,21965820.0,,Haseeb Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net', 'asp.net-mvc', 'kendo-ui']",True,27,1,0,2023-05-29 11:16:43,2023-05-29 04:43:19,,76354723,https://stackoverflow.com/questions/76354723/if-reads-text-in-kendo-ui-asp-net-mvc,&quot;if&quot; reads text in kendo ui asp.net mvc,17073008.0,19.0,12353262.0,,Syahrul Romadoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'ssl', 'httpclient', 'genesys']",False,21,0,0,2023-05-29 04:40:19,2023-05-29 04:40:19,,76354711,https://stackoverflow.com/questions/76354711/how-can-i-troubleshoot-ssl-connection-could-not-be-established-error-with-gene,How can I troubleshoot &#39;SSL connection could not be established&#39; error with Genesys Cloud API in C#?,22801149.0,1.0,21124640.0,,sid,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'ado.net']",False,31,1,-4,2023-05-29 04:45:53,2023-05-29 04:21:12,2023-05-29 04:28:26,76354659,https://stackoverflow.com/questions/76354659/system-formatexception-string-was-not-recognized-as-a-valid-datetime-in-c,System.FormatException: &#39;String was not recognized as a valid DateTime.&#39; in C#,28678714.0,1.0,21960336.0,,Nguyễn Thị Thanh Hương,,2023-05-29 05:47:58,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'android', 'iphone', 'calculator']",False,12,0,0,2023-05-29 04:08:27,2023-05-29 04:08:27,,76354622,https://stackoverflow.com/questions/76354622/how-can-i-call-event-handlers-for-button-clicks-in-a-xamarin-calculator-app,How can I call event handlers for button clicks in a Xamarin calculator app?,16982384.0,1.0,12283956.0,,Roxy Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'math', 'floating-point', 'mathnet-numerics']",True,54,1,1,2023-05-29 04:32:46,2023-05-29 03:40:53,2023-05-29 04:32:46,76354556,https://stackoverflow.com/questions/76354556/complex-number-displaying-as-incredibly-small-decimal,Complex number displaying as incredibly small decimal,8843013.0,33.0,21161268.0,,BigBoronto,76354655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'crystal-reports', 'runtime-error']",False,13,0,-1,2023-05-29 02:49:09,2023-05-29 02:49:09,,76354411,https://stackoverflow.com/questions/76354411/crystal-report-for-win-7-is-not-working-but-working-in-windows-10-and-11,Crystal report for win 7 is not working but working in windows 10 and 11,12151494.0,1.0,8871595.0,,bkarnzyn,,2023-05-29 06:24:53,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],False,12,0,-2,2023-05-29 08:49:36,2023-05-29 02:36:07,2023-05-29 08:49:36,76354381,https://stackoverflow.com/questions/76354381/how-to-fix-cannot-find-type-system-monolimitationattribute-error-when-using-dn,How to fix &#39;cannot find type system.monolimitationAttribute&#39; error when using dnspy to decompile C# code?,28063170.0,1.0,21436961.0,,hgds1234,,2023-05-30 14:45:15,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'amazon-web-services', 'powershell', 'dotnet-tool']",False,28,0,0,2023-05-29 02:22:12,2023-05-29 02:22:12,,76354337,https://stackoverflow.com/questions/76354337/script-headless-install-net-7-sdk-on-windows-server-2022-via-powershell,Script Headless Install .NET 7 SDK on Windows Server 2022 via PowerShell,1266946.0,11657.0,1224069.0,84.0,Philip Pittle,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'wpf', 'gis', 'mapsui']",False,19,1,0,2023-05-29 08:05:06,2023-05-29 01:48:36,,76354252,https://stackoverflow.com/questions/76354252/how-can-i-create-a-gradient-style-line-in-mapsui-wpf-based-on-data,"How can I create a gradient-style line in Mapsui WPF, based on data?",28699280.0,1.0,21976772.0,,Sun92,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'console', 'windows-services', 'console-application', '.net-6.0']",True,24,1,0,2023-05-29 19:01:38,2023-05-29 01:48:07,2023-05-29 14:20:48,76354251,https://stackoverflow.com/questions/76354251/how-can-i-impersonate-all-current-sessions-on-the-target-computer,How can I impersonate all current sessions on the target computer?,1547418.0,692.0,1440645.0,67.0,BetaSystems - Rodrigo Duarte,76359768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'visual-studio', 'user-input']",False,45,1,-4,2023-05-29 05:35:10,2023-05-29 01:46:38,,76354249,https://stackoverflow.com/questions/76354249/im-trying-to-follow-a-youtube-video-computer-science-c-programming-lesson-1,I&#39;m trying to follow a youtube video (Computer Science - C# Programming Lesson 1) but can&#39;t find the screen in use,4803924.0,1.0,21976188.0,,TolkienGrpy,,2023-05-29 07:56:21,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'casting', 'operators', 'extension-methods']",True,33,1,-1,2023-05-29 04:56:32,2023-05-29 01:46:17,,76354246,https://stackoverflow.com/questions/76354246/how-can-i-cast-a-class-to-an-interface-with-a-matching-method-signature-in-c,How can I cast a class to an interface with a matching method signature in C#?,23581433.0,29.0,17620389.0,,Vaughn Hartling,76354767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net-core', 'asp.net-core-webapi', '.net-6.0', 'xunit']",False,44,1,0,2023-05-29 13:37:01,2023-05-29 01:23:55,2023-05-29 13:18:46,76354201,https://stackoverflow.com/questions/76354201/how-can-i-instantiate-this-repository,How can I instantiate this repository?,1547418.0,692.0,1440645.0,67.0,BetaSystems - Rodrigo Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],False,16,0,-2,2023-05-29 08:29:55,2023-05-29 01:07:20,2023-05-29 08:29:55,76354165,https://stackoverflow.com/questions/76354165/how-to-use-c-to-call-excel-api-data-get-data-from-file-from-pdf,How to use C# to call excel api : &quot;Data - Get Data - From File - From PDF&quot;?,27524746.0,1.0,21004244.0,,JackLi,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'f#', 'msbuild']",False,52,0,3,2023-05-30 00:33:19,2023-05-28 21:51:09,2023-05-30 00:33:19,76353739,https://stackoverflow.com/questions/76353739/stop-f-from-adding-indirectly-referenced-assemblies,Stop F# from adding indirectly referenced assemblies,9242790.0,61.0,6865622.0,,Dale Hurtt,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'dependency-injection']",False,26,0,0,2023-05-29 10:40:43,2023-05-28 21:37:47,2023-05-29 10:40:43,76353701,https://stackoverflow.com/questions/76353701/conditional-cascade-dependency-injection,Conditional Cascade Dependency Injection,1529604.0,33.0,1427147.0,,MckPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', '3d', 'game-development']",False,23,0,-2,2023-05-28 21:14:59,2023-05-28 21:14:59,,76353628,https://stackoverflow.com/questions/76353628/how-can-i-improve-my-beginner-unity-game-code-using-the-character-controller,How can I improve my beginner Unity game code using the character controller?,28698584.0,1.0,21976243.0,,julian cruz,,2023-05-28 21:43:32,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'sql-server', 'asp.net-core', 'stored-procedures']",False,89,1,2,2023-05-30 13:01:48,2023-05-28 21:14:00,2023-05-28 23:23:00,76353624,https://stackoverflow.com/questions/76353624/my-asp-net-app-calls-a-stored-procedure-in-sql-server-but-no-changes-are-made,My ASP.NET app calls a stored procedure in SQL Server but no changes are made?,28698287.0,29.0,21976016.0,,xact44,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', 'mobile', 'touch']",False,37,1,-1,2023-05-29 12:07:19,2023-05-28 21:13:33,,76353623,https://stackoverflow.com/questions/76353623/why-is-3d-mobile-game-lagging-after-touching-the-screen,Why is 3D mobile game lagging after touching the screen?,14878591.0,81.0,10743956.0,,Mikołaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'reflection', '.net-assembly']",False,37,0,0,2023-05-28 21:20:03,2023-05-28 20:57:49,2023-05-28 21:20:03,76353573,https://stackoverflow.com/questions/76353573/assembly-resolve-context-problems,Assembly Resolve Context problems,3762568.0,568.0,3127059.0,50.0,JuanDYB,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'visual-studio-code', 'nunit', 'test-fixture']",False,46,0,0,2023-05-30 08:44:52,2023-05-28 20:50:50,2023-05-30 08:44:52,76353552,https://stackoverflow.com/questions/76353552/why-does-visual-studio-code-debugger-fail-to-start-with-a-parameterized-nunit-te,Why does Visual Studio Code debugger fail to start with a parameterized NUnit TestFixture in C#?,28698475.0,1.0,21976154.0,,Marty,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'performance', 'priority-queue', 'producer-consumer', 'blockingcollection']",False,35,0,-1,2023-05-29 06:23:34,2023-05-28 20:42:42,2023-05-29 06:23:34,76353522,https://stackoverflow.com/questions/76353522/producer-consumer-with-priorityqueue,Producer Consumer with PriorityQueue,3762568.0,568.0,3127059.0,50.0,JuanDYB,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'async-await', 'task']",False,51,0,0,2023-05-28 22:22:55,2023-05-28 20:42:24,2023-05-28 22:22:55,76353520,https://stackoverflow.com/questions/76353520/how-to-create-a-c-task-without-execute-and-with-await-inside-add-into-a-dictio,"How to create a C# Task without execute and with await inside, add into a dictionary and execute awaiting the result and then remove from dictionary",7078023.0,127.0,5417331.0,,Asier Cay&#243;n Francisco,,2023-05-28 21:26:23,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'oop', 'extension-methods']",False,31,0,-1,2023-05-28 20:32:37,2023-05-28 20:17:05,2023-05-28 20:32:37,76353437,https://stackoverflow.com/questions/76353437/c-using-extensions-methods-without-creating-instance,C# using extensions methods without creating instance,25891864.0,9.0,19619159.0,,Scrabin,,2023-05-28 23:59:22,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'android', 'xamarin', 'gps', 'android-gps']",False,28,0,-1,2023-05-28 21:20:32,2023-05-28 19:55:13,2023-05-28 21:20:32,76353352,https://stackoverflow.com/questions/76353352/solved-geolocator-getlocationasync-waits-indefinetly,*Solved* GeoLocator.GetLocationAsync waits indefinetly,18561300.0,115.0,13525259.0,,Kay Steinhoff,,2023-05-28 23:57:33,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'entity-framework-core']",False,40,1,-1,2023-05-28 19:59:03,2023-05-28 19:53:52,2023-05-28 19:59:03,76353346,https://stackoverflow.com/questions/76353346/ef-core-state-management,EF Core state management,2335866.0,87.0,2048240.0,,Richard Bladh,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'wpf', 'avalonedit']",True,22,1,-1,2023-05-28 20:27:05,2023-05-28 19:42:46,,76353317,https://stackoverflow.com/questions/76353317/how-to-recolor-a-specific-word-in-avalonedit,How to recolor a specific word in AvalonEdit?,18553237.0,59.0,13519002.0,,Jonas _,76353479.0,2023-05-30 14:45:58,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'performance', 'task-parallel-library', 'producer-consumer', 'blockingcollection']",False,78,0,3,2023-05-29 06:27:21,2023-05-28 19:27:16,2023-05-29 06:27:21,76353261,https://stackoverflow.com/questions/76353261/producer-consumer-queue-best-practices-and-performance,Producer Consumer Queue best practices and performance,3762568.0,568.0,3127059.0,50.0,JuanDYB,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'restsharp']",False,38,1,-1,2023-05-29 18:03:57,2023-05-28 18:58:30,2023-05-28 19:02:53,76353141,https://stackoverflow.com/questions/76353141/posting-an-object-with-list-of-strings,Posting an object with list of strings,5407759.0,129.0,4305667.0,,Ben Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'xaml', 'data-binding', 'maui']",True,63,1,1,2023-05-31 07:20:49,2023-05-28 18:55:39,2023-05-28 21:08:59,76353130,https://stackoverflow.com/questions/76353130/how-can-i-bind-a-long-value-and-display-it-as-a-formatted-date-in-xaml,How can I bind a long value and display it as a formatted date in XAML?,7739712.0,45.0,5859989.0,,Cheng,76353572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core-mvc', 'asp.net-mvc-viewmodel', 'asp.net-core-7.0']",True,42,2,2,2023-05-28 19:06:43,2023-05-28 18:22:23,2023-05-28 18:26:09,76352984,https://stackoverflow.com/questions/76352984/why-isnt-my-view-models-property-being-sent-back-to-the-server,Why isn&#39;t my view model&#39;s property being sent back to the server?,28697798.0,25.0,21975639.0,,Andrew,76353180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'wpf', 'mvvm', 'combobox', 'inotifypropertychanged']",True,47,2,0,2023-05-31 15:48:44,2023-05-28 18:16:58,2023-05-28 19:20:13,76352965,https://stackoverflow.com/questions/76352965/why-selecteditem-in-combobox-is-not-set-with-onpropertychanged,Why SelectedItem in combobox is not set with OnPropertyChanged()?,16959836.0,27.0,12267224.0,,Евгений Федоров,76367745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'entity-framework', 'entity-framework-core', 'orm']",False,22,0,0,2023-05-28 18:26:47,2023-05-28 18:11:38,2023-05-28 18:26:47,76352945,https://stackoverflow.com/questions/76352945/implementing-microsoft-common-data-model-with-entity-framework,Implementing Microsoft Common Data Model with Entity Framework,1408780.0,450.0,1335818.0,,gpicchiarelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', 'static', '2d', 'rigid-bodies']",False,31,2,0,2023-06-01 10:33:51,2023-05-28 18:02:35,2023-05-29 16:16:33,76352907,https://stackoverflow.com/questions/76352907/how-to-fix-error-rigidbody2d-does-not-contain-a-definition-for-static-in-uni,How to fix error &#39;Rigidbody2D&#39; does not contain a definition for &#39;Static&#39; in Unity 2D game engine?,28692794.0,1.0,21971675.0,,D_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'windows', 'visual-studio-2022', 'filesystemobject']",False,23,0,0,2023-05-28 17:52:36,2023-05-28 17:52:36,,76352838,https://stackoverflow.com/questions/76352838/how-to-resolve-systemunauthorizedaccess-exception-when-accessing-mydocuments-fil,How to resolve SystemUnauthorizedAccess Exception when accessing MyDocuments files in C#?,1408780.0,450.0,1335818.0,,gpicchiarelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'windows', 'uwp', 'desktop-application']",False,20,0,0,2023-05-28 17:42:51,2023-05-28 17:42:51,,76352786,https://stackoverflow.com/questions/76352786/uwp-long-running-background-tasks-that-can-be-published-in-the-microsoft-store,UWP long-running background tasks that can be published in the microsoft store,14525582.0,131.0,10491976.0,,Tragamota,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core', 'api-gateway', 'ocelot']",False,17,0,0,2023-05-28 21:43:17,2023-05-28 17:42:30,2023-05-28 21:43:17,76352783,https://stackoverflow.com/questions/76352783/ocelot-failed-to-match-route-configuration-for-upstream-path-with-everything-i,ocelot Failed to match Route configuration for upstream path with {everything} is not work as expected,1723801.0,835.0,1578952.0,50.0,thirdDeveloper,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'deployment', '.net-6.0']",False,35,2,1,2023-05-28 18:40:47,2023-05-28 17:41:30,,76352780,https://stackoverflow.com/questions/76352780/c-net-6-always-get-502-bad-gateway-after-deployed-but-on-local-is-work-find,C# .net 6 Always get 502 Bad Gateway after deployed but on local is work find?,28697729.0,11.0,21975591.0,,unisrn,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net', 'asp.net-mvc', 'asp.net-core', 'asp.net-web-api']",True,34,1,0,2023-05-28 18:00:08,2023-05-28 17:20:37,2023-05-28 17:33:29,76352691,https://stackoverflow.com/questions/76352691/how-can-i-test-the-value-of-asp-net-controller-response-status-codes-without-usi,How can I test the value of ASP.NET Controller response status codes without using their literal number?,11366617.0,45.0,8333441.0,,Dmitry S.,76352845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'visual-studio', 'entity-framework', 'visual-studio-2022']",True,363,1,5,2023-05-30 15:50:58,2023-05-28 17:20:14,2023-05-30 15:50:58,76352688,https://stackoverflow.com/questions/76352688/entity-framework-6-t4-code-generation-not-working-in-vs2022,Entity Framework 6 t4 code generation not working in VS2022?,1436365.0,6141.0,1357627.0,41.0,urlreader,76353651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'httprequest', 'dotnet-httpclient', 'setcookie', 'cookiecontainer']",False,20,0,0,2023-05-29 18:01:26,2023-05-28 17:13:05,2023-05-29 18:01:26,76352652,https://stackoverflow.com/questions/76352652/using-c-httpclient-and-cookiecontainer-how-do-i-retrieve-and-set-cookies,"Using C# HttpClient and CookieContainer, how do I retrieve and set cookies?",28697610.0,1.0,21975495.0,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'google-api', 'youtube-api', 'google-oauth', 'google-api-dotnet-client']",False,16,0,0,2023-05-28 17:07:15,2023-05-28 17:07:15,,76352630,https://stackoverflow.com/questions/76352630/how-to-register-with-google-to-be-able-to-upload-videos-to-youtube-from-your-des,How to register with Google to be able to upload videos to YouTube from your desktop using C#,330103.0,16924.0,654019.0,56.0,mans,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'asp.net-core', 'asp.net-core-webapi']",True,46,3,1,2023-05-29 06:57:49,2023-05-28 17:00:35,2023-05-28 18:53:56,76352606,https://stackoverflow.com/questions/76352606/how-to-access-response-header-values,How to access response header values,22888810.0,194.0,17029269.0,,Sami In,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'xml', 'xaml', 'maui']",False,37,0,-1,2023-05-28 16:44:05,2023-05-28 16:44:05,,76352544,https://stackoverflow.com/questions/76352544/file-not-found-c-maui,File not found C# maui,26716472.0,1.0,20321009.0,,Афян Владимир,,2023-05-28 20:51:48,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine']",False,43,1,-3,2023-06-02 14:55:35,2023-05-28 16:31:21,2023-06-02 14:55:35,76352493,https://stackoverflow.com/questions/76352493/there-was-a-problem-with-my-game-project-c-code,There was a problem with my game project C# code,28697431.0,1.0,21975364.0,,뭉게뭉개,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', 'game-development']",False,29,0,-1,2023-05-28 16:29:46,2023-05-28 16:19:33,2023-05-28 16:29:46,76352444,https://stackoverflow.com/questions/76352444/why-does-my-unity-game-show-a-blue-screen-when-opening-it-on-my-phone,Why does my Unity game show a blue screen when opening it on my phone?,23323372.0,11.0,17400880.0,,Parv Mangal,,2023-05-30 17:30:45,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'winforms', 'visual-studio-2010']",False,60,2,0,2023-05-29 12:06:01,2023-05-28 16:16:18,2023-05-28 16:37:34,76352431,https://stackoverflow.com/questions/76352431/permanently-change-the-font-of-my-application,Permanently change the font of my application,28697442.0,1.0,21975374.0,,Lucas Froes,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'database', 'winforms']",False,13,0,-3,2023-05-28 15:59:39,2023-05-28 15:59:39,,76352361,https://stackoverflow.com/questions/76352361/ms-database-highscore-display,MS Database Highscore display,28697365.0,1.0,21975306.0,,Zoxx,,2023-05-28 17:44:59,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'winforms']",False,30,0,0,2023-05-28 15:57:05,2023-05-28 15:51:11,2023-05-28 15:57:05,76352321,https://stackoverflow.com/questions/76352321/how-can-i-create-faded-edges-for-a-form-in-c-net-using-linear-gradient-brush,How can I create faded edges for a form in C# .NET using linear gradient brush?,28662775.0,1.0,21947388.0,,user21947388,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'docker', 'asp.net-core', 'docker-compose', 'microservices']",False,24,0,0,2023-05-28 17:41:03,2023-05-28 15:34:37,2023-05-28 17:41:03,76352254,https://stackoverflow.com/questions/76352254/why-am-i-getting-a-prepare-for-launch-task-failed-unexpectedly-error-when-runn,Why am I getting a &#39;Prepare for launch task failed unexpectedly&#39; error when running my Docker Compose with ASP.NET Core microservices?,23053775.0,1.0,17170139.0,,vahid babaey,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net', '.net', 'angular', 'angular14']",False,38,1,0,2023-05-29 09:36:59,2023-05-28 15:24:42,2023-05-28 16:46:38,76352211,https://stackoverflow.com/questions/76352211/displaying-photos-in-angular-from-net,Displaying photos in Angular from .NET,22192585.0,1.0,16434516.0,,meytal,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core', 'asp.net-core-webapi', 'serilog']",False,17,0,1,2023-05-28 18:36:18,2023-05-28 15:20:36,2023-05-28 18:36:18,76352187,https://stackoverflow.com/questions/76352187/reconfigure-serilog-async-sink-to-remove-eventlog-for-integration-tests-executed,Reconfigure Serilog Async Sink to remove EventLog for integration tests executed in CI/CD,5770395.0,5479.0,4553982.0,,KUTlime,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'list', 'bitmap', 'picturebox', 'outline']",False,14,0,-1,2023-05-28 14:32:01,2023-05-28 14:32:01,,76351998,https://stackoverflow.com/questions/76351998/outline-of-a-colored-area-in-c,Outline of a colored area in c#,28696889.0,1.0,21974934.0,,Emidio Cavucci,,2023-05-28 15:00:24,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,c#
